ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,France Wine,France Red Wine,FRANCE,412435,MARGAUX - CHATEAU MARQUIS DE TERME 2021,,0.75,1,13,110,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,485381,WILD NORTH BREWING - PILOT BAY HAZY IPA TALL CAN,696852036573,0.473,4,6.5,16.49,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,511550,RIESLING GEWURZTRAMINER - HARDYS STAMP SERIES,9311043734984,3,1,11,35.99,1
Spirits,Gin,Dry Gin,UNITED KINGDOM,543173,HENDRICK'S GIN,5010327717029,0.375,1,44,30.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,582635,ZINFANDEL - INTO ZIN LODI,82544009503,0.75,1,13.4,12.29,1
Wine,France Wine,France Champagne Wine,FRANCE,698712,PIPER HEIDSIECK - CUVEE BRUT,3018334200000,0.375,1,12,38.97,0
Wine,Germany Wine,Germany White Wine,GERMANY,752436,RIESLING SPATLESE - SELBACH OSTER GRACCHER DOMPROBST FEIN 19,717215003480,0.75,1,11,46.99,2
Wine,France Wine,France White Wine,FRANCE,864280,PETIT CHABLIS - PASCAL BOUCHARD BLANCS CAILLOUX,834482000117,0.75,1,12.5,35.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,872572,TOSCANA - RUFFINO IL DUCALE 2022,8001660108756,0.75,1,14.5,21.99,0
Wine,France Wine,France Red Wine,FRANCE,943,BORDEAUX - MOUTON CADET,83960144014,0.75,1,13.5,16.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,36319,BOLGHERI - GUADO AL TASSO CONT'UGO,8001935005575,0.75,1,14,74.99,0
Wine,France Wine,France Red Wine,FRANCE,69986,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2019,,0.75,1,13,1600,NA
Wine,France Wine,France Red Wine,FRANCE,98007,MARGAUX - CHATEAU LA GURGUE 2018,696852054232,0.75,1,13,55,NA
Wine,France Wine,France White Wine,FRANCE,167145,SAINT JOSEPH BLANC - CHAPOUTIER LES GRANITS 2014,3391181951234,0.75,1,13.5,105.99,0
Wine,France Wine,France Red Wine,FRANCE,273183,ST EMILION - PETIT FIGEAC 2022,3609051359975,0.75,1,13,160,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,276590,TIGHTROPE WINERY - SLACKLINE VIOGNIER,626990406211,0.75,1,12.5,24.49,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,293858,CUTWATER - VODKA MULE CAN,62067423710,0.355,1,7,3.27,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,339075,SAUVIGNON BLANC - VILLA MARIA BANKHOUSE,9414416193033,0.75,1,13,26.99,0
Wine,France Wine,France Red Wine,FRANCE,347719,PAUILLAC - CHATEAU LYNCH BAGES 2020,,0.75,1,13,300,NA
Wine,Chile Wine,Chile White Wine,CHILE,352450,CHARDONNAY - ERRAZURIZ MAX RESERVA,89046900598,0.75,1,13,19.99,0
Wine,France Wine,France Red Wine,FRANCE,411221,CHAMBOLLE MUSIGNY - GENOT-BOULANGER,3541480280195,0.75,1,13,189.99,0
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,672843,REMY MARTIN - LOUIS XIII 2526 HORSE,3035549018473,0.7,1,40,4800,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,847533,PRIORAT - SCALA DEI CARTOIXA 2019,640390000015,0.75,1,14,64.99,0
Wine,Fortified Wine,Sherry Wine,SPAIN,35204,GONZALEZ BYASS - OLOROSO NUTTY SOLERA,8410023020138,0.75,1,20,20.99,3
Wine,Italy Wine,Italy Red Wine,ITALY,86491,TOSCANA - ISOLE E OLENA CEPPARELLO MAGNUM 2017,8032049216038,1.5,1,15,229.97,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,112946,ZINFANDEL - LIBERTY SCHOOL CALIFORNIA 2013,657891703239,0.75,1,13.5,14.49,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,238612,GLENALLACHIE - SINGLE MALT SCOTCH WHISKY CASK 2011 RUBY PORT,5060568327112,0.7,1,58.3,184.97,NA
Wine,France Wine,France Red Wine,FRANCE,328060,MARGAUX - CHATEAU BRANE CANTENAC 2022,696852222686,0.75,1,13,190,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,368197,MILLER LITE - CAN,56327023987,0.355,8,4,17.79,NA
Wine,France Wine,France White Wine,FRANCE,369082,BLANC DE LYNCH BAGES 2014,626990304937,0.75,1,13,80,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,369532,DUNCAN TAYLOR - MACALLAN THE OCTAVE,5056510006914,0.7,1,47.5,6399,NA
Refreshment Beverages,Coolers,Spirit Coolers,KOREA - SOUTH,442778,MUHAK - GOOD DAY POMEGRANATE SOJU,8801100128821,0.36,1,13.5,8.09,NA
Spirits,Whisky,Canadian Whisky,CANADA,469114,GIBSONS 18 YEAR OLD VENERABLE,83664870448,0.75,1,40,64.99,NA
Spirits,Whisky,Irish Whiskey,IRELAND,592485,JAMESON 18 YEAR OLD LIMITED RESERVE,80432000113,0.75,1,46,219.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,957365,CASAMIGOS - ANEJO,3105474011,0.75,1,40,98.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,1222,J.P. WISER'S - SPECIAL BLEND,48415382267,0.75,1,40,23.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,56104,ARDBEG - AN OA,5010494938333,0.75,1,46.6,124.99,NA
Wine,France Wine,France Red Wine,FRANCE,95451,TOURAINE AMBOISE - LA GRANGE TIPHAINE COT VIEILLES VIGNES 18,3533430000014,0.75,1,13.5,64.99,0
Wine,France Wine,France White Wine,FRANCE,96759,MUSIGNY BLANC - COMTE GEORGE DE VOGUE 2021,3760012995516,0.75,1,13,1750,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,101967,BOWMORE - VAULT 1ST EDITION,5010496004418,0.7,1,51.5,175.99,NA
Wine,France Wine,France Red Wine,FRANCE,120069,CHATEAU MARGAUX 2016,3419466233438,0.75,1,13,1500,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,126830,CULMINA - DILEMMA CHARDONNAY,827413000737,0.75,1,14,32.99,0
Wine,France Wine,France White Wine,FRANCE,132498,ARDECHE CHARDONNAY - LOUIS LATOUR,3566921000101,0.75,1,13,24.99,0
Wine,France Wine,France Red Wine,FRANCE,184711,POMEROL - VIEUX CHATEAU CERTAN 2017,3328155007369,0.75,1,14.5,525,NA
Spirits,Other Spirits,Ready to Serve Cocktails,UNITED STATES OF AMERICA,213906,(REPACK)JOSE CUERVO AUTHENTIC LIME MARGARITA,811538011150,1.75,1,9.95,23.49,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,293749,STEAMWORKS  - CARROT CAKE ALE TALL CAN,185902004742,0.473,1,6.5,3.59,NA
Wine,France Wine,France White Wine,FRANCE,304835,MEURSAULT - BOUCHARD PERE ET FILS  2022,696852095587,0.75,1,13,124.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,344146,"BIG ROCK - ""THE ROCK BOX"" SIGNATURE 15 PACK CAN",64294289978,0.355,15,5.3,28.79,NA
Wine,France Wine,France Red Wine,FRANCE,357775,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2020,,0.75,1,13,1600,NA
Wine,France Wine,France Red Wine,FRANCE,363457,COTES DU RHONE - PERRIN RESERVE,631470000131,0.75,1,13.5,19.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,406713,TOMATIN - CUBOCAN IMPERIAL STOUT AND MOSCATEL WINE CASK,5018481100251,0.7,1,46,123.97,NA
Wine,France Wine,France White Wine,FRANCE,465699,BORDEAUX - BLANC DE LYNCH BAGES 2020,3760020137762,0.75,1,13,90,NA
Wine,France Wine,France White Wine,FRANCE,474690,MONTAGNY 1ER - CHATEAU DE DAVENAY CLOS CHAUDRON,3267680010010,0.75,1,13,70.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,514471,BRUNELLO DI MONTALCINO RISERVA - COSTANTI 2016,726452017792,0.75,1,14,265.99,0
Wine,Fortified Wine,Vermouth Wine,CANADA,532242,ODD SOCIETY - BITTERSWEET VERMOUTH,627843244639,0.375,1,18,20.99,10
Wine,Italy Wine,Italy Red Wine,ITALY,626325,BRUNELLO DI MONTALCINO - COL D'ORCIA,8016760003672,0.75,1,14.5,69.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,700623,CHARDONNAY - ANGOVE FAMILY CHD 1886,9300694003112,0.75,1,13.5,19.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,710836,WHITE CLAW - CLAWTAILS CAN,848819002033,0.355,12,7,31.79,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,772335,33 ACRES OF LIFE LAGER,626990216308,0.33,6,4.8,16.29,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,43703,HENNESSY - V.S.O.P.,3245999484319,0.75,1,40,108.99,NA
Wine,France Wine,France Red Wine,FRANCE,70274,MARGAUX - CHATEAU MARGAUX 2019,,0.75,1,14,1600,NA
Wine,France Wine,France Red Wine,FRANCE,97910,ST JULIEN - CHATEAU BRANAIRE DUCRU 2018,,0.75,1,13,125,NA
Spirits,Rum,Amber Rum,PANAMA,295136,DEMON'S SHARE - 12 YEAR RUM,8009366980508,0.7,1,41,94.99,NA
Wine,France Wine,France Red Wine,FRANCE,302070,MARGAUX - CHATEAU SIRAN 2022,3609051356325,0.75,1,13,85,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,302784,GLENGLASSAUGH - SANDEND,5060716144165,0.7,1,50.5,104.99,NA
Wine,France Wine,France Red Wine,FRANCE,390738,COTES DE BORDEAUX - CHATEAU PUYGUERAUD 2019,3277038419068,0.75,1,14.5,40,NA
Wine,Italy Wine,Italy White Wine,ITALY,432123,ABRUZZO PINOT GRIGIO - MARE DI SIRENA,627987558494,0.75,1,12.5,13.49,0
Wine,France Wine,France Red Wine,FRANCE,434203,ST ESTEPHE - CHATEAU LILIAN LADOUYS 2021,3609051265412,0.75,1,13,55,NA
Wine,France Wine,France Red Wine,FRANCE,681949,SAUMUR CHAMPIGNY - DOMAINE DES ROCHES NEUVES ROCHE,3760177964860,0.75,1,12.5,38.99,0
Wine,France Wine,France Red Wine,FRANCE,929612,GIGONDAS - CHATEAU DE SAINT COSME LE CLAUX 2021,3483811300069,0.75,1,14.5,205.99,0
Wine,Sake,Japan Sake,JAPAN,39402,TSUKASABOTAN - YAMAYUZU SHIBORI SAKE,663239600078,0.72,1,8,31.99,3
Wine,Italy Wine,Italy Red Wine,ITALY,47809,LANGHE NEBBIOLO - SOTTIMANO,8032771622381,0.75,1,14,50.99,0
Wine,Chile Wine,Chile White Wine,CHILE,107587,CHARDONNAY - CONO SUR BICICLETA,7804320753751,0.75,1,13.3,12.99,0
Wine,France Wine,France Red Wine,FRANCE,123057,ST ESTEPHE - LA DAME DE MONTROSE 2018,,0.75,1,13,100,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,126709,(REPACK)CALIFORNIA RED - APOTHIC WINEMAKERS BLEND,85000909225,3,1,13.5,54.99,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,142477,MACALLAN - DOUBLE CASK 15 YEAR OLD,5010314308476,0.75,1,43,299.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,236406,CABERNET FRANC - SANTA ANA LA MASCOTA 2018,7790762052838,0.75,1,14,15.99,0
Spirits,Liqueurs,Other Liqueurs,UNITED STATES OF AMERICA,269452,(REPACK) BUZZBALLZ COCKTAILS - TEQUILA 'RITA,850035474570,0.2,1,15,7.09,NA
Wine,Chile Wine,Chile Red Wine,CHILE,269753,CHILEAN RED - LOS VASCOS LE DIX COLCHAGUA 2018,7804360101000,0.75,1,14,89.99,0
Wine,Chile Wine,Chile Rose Wine,CHILE,285531,ROSE - DIABLO LUMINOUS,7804320758763,0.75,1,12.5,22.99,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,314255,HIGHLAND PARK - CASK STRENGTH NO.5,812066024827,0.75,1,64.7,178.99,NA
Wine,France Wine,France Red Wine,FRANCE,332770,ST EMILION - CHATEAU CHEVAL BLANC 2022,3609051347910,0.75,1,13,1800,NA
Wine,France Wine,France White Wine,FRANCE,446149,CHATEAUNEUF DU PAPE - CLOS DE L'ORATOIRE DES PAPES BLANC 201,696852008822,1.5,1,13,225.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,566224,BRUNELLO DI MONTALCINO - ANTINORI PIAN DELLE VIGNE 2014,8001935000303,1.5,1,14,215.99,0
Wine,Fortified Wine,Vermouth Wine,ITALY,505,MARTINI - ROSSO,11034410048,1,1,15,14.49,7
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,22635,PETITE SIRAH - QUARISA Q NEW SOUTH WALES 2017,9337739000577,0.75,1,14.71,21.49,0
Wine,Chile Wine,Chile Red Wine,CHILE,43012,PUENTE ALTA RED - ROTHSCHILD CONCHA Y TORO ALMAVIVA 2018,626990467434,0.75,1,15,249.99,NA
Wine,France Wine,France Red Wine,FRANCE,60313,PESSAC LEOGNAN - CHATEAU HAUT BRION ROUGE 2019,,0.75,1,13,1500,NA
Wine,France Wine,France Red Wine,FRANCE,97454,ST JULIEN - CHATEAU LEOVILLE POYFERRE 2018,3609050947937,0.75,1,13,225,NA
Wine,France Wine,France White Wine,FRANCE,182703,SYLVANER - OSTERTAG LES VIEILLES VIGNES,3760047090187,0.75,1,13,38.99,0
Wine,Italy Wine,Italy White Wine,ITALY,190617,VERDICCHIO DEI CASTELLI DI JESI - SARTARELLI CLASSICO 2022,8032919700018,0.75,1,13.5,22.99,0
Spirits,Vodka,Straight Vodka,NETHERLANDS,193649,NOLET - KETEL ONE,85156803682,1.75,1,40,66.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,UNITED STATES OF AMERICA,197622,JACK DANIEL'S COUNTRY COCKTAILS LYNCHBURG LEMONADE,82184207369,0.355,6,5,15.79,NA
Wine,France Wine,France White Wine,FRANCE,250723,CHABLIS LES PREUSES - ALBERT BICHOT DOMAINE LONG DEPAQUIT 20,87113112042,0.75,1,13,149.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,251835,GRAY MONK - PINOT NOIR 2023,778829600274,0.75,1,12.4,23.99,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,292613,BENRIACH - 40 YEAR OLD,5060716143793,0.7,1,44,4700,NA
Wine,Italy Wine,Italy Red Wine,ITALY,319076,DOGLIANI - MARZIANO ABBONA PAPA CELSO,748132101249,0.75,1,14,63.99,0
Wine,France Wine,France Red Wine,FRANCE,362512,PESSAC LEOGNAN - L'ESPRIT DE CHEVALIER ROUGE 2020,,0.75,1,14,65,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,416647,(REPACK)YELLOWSTONE - SELECT 93 PROOF,88352130798,0.75,1,46.5,72.99,NA
Wine,France Wine,France White Wine,FRANCE,486988,PULIGNY MONTRACHET - FAMILLE PICARD,3267680009687,0.75,1,13.5,135.99,0
Spirits,Liqueurs,Other Liqueurs,CANADA,593392,INTENSE BUTTERSCOTCH - DR. MCGILLICUDDY'S,88004400699,0.75,1,21,17.49,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,749812,MARTELL- CORDON BLEU EXTRA OLD,80432400913,0.75,1,40,309.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,8530,SLOW HAND BEER COMPANY - PILSNER TALL CAN,626990413875,0.473,4,5.2,14.49,NA
Wine,Chile Wine,Chile Red Wine,CHILE,71030,PUENTA ALTA RED - ROTHSCHILD CONCHA Y TORO ALMAVIVA 2018,626990467380,0.75,1,15,259.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,71142,DIABOLICA - RED,776545500410,0.75,1,14,14.99,2
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,92466,OLD FORESTER - 1870 ORIGINAL BATCH BOURBON,81128000707,0.75,1,45,75.99,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,93322,GRAHAMS - WHITE PORT BLEND NO. 5,5608309006119,0.75,1,19,44.99,1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,119523,STEAMWORKS - MASH-UP HOPPY 8 TALL CAN PACK,185902005145,0.473,8,6,20.99,NA
Wine,France Wine,France Red Wine,FRANCE,142664,ST EMILION - CHATEAU CANON LA GAFFELIERE 2018,3328155009622,0.75,1,13,200,NA
Wine,France Wine,France Red Wine,FRANCE,142860,ST JULIEN - CHATEAU DU GLANA 2018,3760150610197,0.75,1,13,55,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,149636,ZINFANDEL - 1000 STORIES BOURBON BARREL SMALL BATCH 2020,82896001453,0.75,1,14.5,29.99,1
Spirits,Vodka,Straight Vodka,SWEDEN,265199,ABSOLUT,835229000209,0.375,1,40,15.49,NA
Wine,Canada - Other,Canada - Other White Wine,CANADA,277117,PINOT GRIGIO - OUT OF REACH,57496005002,0.75,1,12,10.49,0
Wine,France Wine,France Red Wine,FRANCE,294193,VALLEE DE CUCUGNAN - DOMAINE PETER SICHEL,3394150058309,0.75,1,14,35.99,NA
Wine,France Wine,France Red Wine,FRANCE,346276,MARGAUX - CHATEAU D'ISSAN 2022,714153388525,0.75,1,14.5,175,NA
Beer,Import Beer,Europe Beer,UNITED KINGDOM,354197,TENNENT'S - SCOTCH ALE,5391516930635,0.33,1,9,2.49,NA
Spirits,Gin,Dry Gin,UNITED KINGDOM,359125,BROKER'S - LONDON DRY PREMIUM,803433000063,0.75,1,40,30.49,NA
Wine,France Wine,France White Wine,FRANCE,384441,CHABLIS LES CLOS - DOMAINE WILLIAM FEVRE 2021,3443627817359,0.75,1,13,239.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,431794,WHISTLER - FORAGER GLUTEN FREE PALE ALE CAN,626990469384,0.355,6,5,16.79,NA
Wine,France Wine,France White Wine,FRANCE,435900,BORDEAUX - CHATEAU REYNON BLANC 2021,3760036915217,0.75,1,12,35,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,670547,THERAPY VINEYARDS - FREUDIAN SIP,626990308935,0.75,1,13.2,19.99,1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,687251,ALEXANDER KEITH'S - INDIA PALE ALE CAN,62067121456,0.355,8,5,18.29,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,749341,GLENLIVET - FOUNDER'S RESERVE,5000299612521,0.375,1,40,39.49,NA
Wine,Canada - Other,Canada - Other Sparkling Wine,CANADA,14142,LA SCALA SPUMANTE,58976070015,0.75,1,7,9.99,3
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,17095,CABERNET SHIRAZ - MAJELLA THE MUSICIAN COONAWARRA 2022,9331138000572,0.75,1,14.5,18.49,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,161935,SHIRAZ - WAKEFIELD CLARE VALLEY 2021,9311659000572,0.75,1,14,16.99,0
Wine,France Wine,France Red Wine,FRANCE,203174,MARGAUX - CHATEAU MARGAUX 2014,3419466213331,0.75,1,13,880,0
Wine,France Wine,France Red Wine,FRANCE,252841,CHATEAU MOUTON ROTHSCHILD 2014,3419466144208,0.75,1,12.5,880,0
Wine,France Wine,France White Wine,FRANCE,306566,BORDEAUX BLANC - AILE D'ARGENT 2022,3609051346043,0.75,1,13,325,NA
Wine,France Wine,France Red Wine,FRANCE,346219,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE ROUGE 2022,714153387924,0.75,1,14.5,350,NA
Wine,France Wine,France White Wine,FRANCE,359594,CHABLIS LES PREUSES - BILLAUD SIMON 2022,3525135342216,0.75,1,12.5,189.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,363405,SAUVIGNON BLANC - MATUA REGIONAL LIGHTER,9415305003563,0.75,1,9,18.99,0
Wine,France Wine,France Red Wine,FRANCE,363955,ST JULIEN - CHATEAU LANGOA BARTON 2022,696852223249,0.75,1,14,120,NA
Wine,France Wine,France Red Wine,FRANCE,389109,MOULIS - CHATEAU MAUCAILLOU 2019,3760063165845,0.75,1,13,60,NA
Wine,France Wine,France Red Wine,FRANCE,450616,POMEROL - CHATEAU ROUGET 2021,,0.75,1,13,120,NA
Spirits,Vodka,Straight Vodka,CANADA,744672,SMIRNOFF - RED LABEL PET,82000743149,1.14,1,40,36.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,15043,TOMATIN - 2000 CASK,5018481902961,0.7,1,54.8,300.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,46315,SHIRAZ - SEPPELTSFIELD BAROSSA,9340905003685,0.75,1,14.5,34.99,0
Wine,France Wine,France White Wine,FRANCE,49987,PESSAC LEOGNAN - CHATEAU DE FIEUZAL BLANC 2018,3609050943359,0.75,1,13,110,NA
Wine,Canada - BC,Canada - BC Sparkling Wine,CANADA,75648,SEE YA LATER RANCH - SPARKLING BRUT,624738011048,0.75,1,13.5,22.99,1
Wine,France Wine,France Red Wine,FRANCE,142644,PESSAC LEOGNAN - CHATEAU CARBONNIEUX ROUGE 2018,,0.75,1,13,90,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,188485,SHIRAZ - PENFOLDS GRANGE 2012,12354001572,1.5,1,14.5,1650,0
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,284032,DAO RESERVA - VINHA PAZ OTHON 2019,5603618241237,0.75,1,14,55.99,0
Wine,France Wine,France Red Wine,FRANCE,413344,COTE ROTIE - RENE ROSTAING CUVEE AMPODIUM 2019,795898004468,0.75,1,13,135.99,0
Wine,France Wine,France Red Wine,FRANCE,425105,PAUILLAC - CHATEAU GRAND PUY LACOSTE 2021,696852224543,0.75,1,13,180,NA
Wine,France Wine,France White Wine,FRANCE,475338,CHASSAGNE MONTRACHET 1ER CHARDONNAY - AU PIED DU MONT CHAUVE,3267680076771,0.75,1,13,195.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,477037,KNOB CREEK - 12 YEAR OLD,80686016786,0.75,1,50,138.99,NA
Beer,Import Beer,Europe Beer,BELGIUM,560383,CHIMAY TRILOGY GIFT PACK,5410908021048,0.33,3,9,22.79,NA
Spirits,Whisky,Canadian Whisky,CANADA,678621,LOT 40 - OLOROSO CANADIAN WHISKY,48415000710,0.75,1,53.1,115.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,890996,SAWMILL CREEK - SAUVIGNON BLANC,63657024133,4,1,12,37.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,17263,JIM BEAM - SINGLE BARREL,80686013266,0.75,1,54,57.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,37630,BARBARESCO - PRODUTTORI DEL BARBARESCO MAGNUM 2018,665529004009,1.5,1,14.5,125.99,0
Wine,France Wine,France Rose Wine,FRANCE,132098,COTES DE PROVENCE - BARTON & GUESTIER TOURMALINE,3035131115832,0.75,1,12,22.97,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,189415,SHIRAZ - GEORGE WYNDHAM BIN 555,80432127070,0.75,1,14,12.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,200657,MICHTER'S - TOASTED BARREL FINISH BOURBON,39383009850,0.75,1,45.7,224.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,243753,[REPACK] BULLEIT - BOURBON,87000004047,1.75,1,45,88.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,244936,BLACK FLY - GIN SODA FIZZ MIXER PACK CAN,883043002770,0.355,8,7,22.79,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,367792,THE MACALLAN - CLASSIC CUT 2023 RELEASE,812066024698,0.75,1,50.3,225.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,455819,BAROLO - CONTERNO FANTINO SORI GINESTRA 2017,810064520105,1.5,1,15,295.99,0
Wine,France Wine,France Red Wine,FRANCE,464379,ARBOIS - DOMAINE ROLET TRADITION 1989,3361121338937,1.5,1,12.5,85.99,0
Wine,France Wine,France Red Wine,FRANCE,465909,ST ESTEPHE - CHATEAU COS LABORY 2020,3397830001206,0.75,1,13,80,NA
Wine,Italy Wine,Italy Red Wine,ITALY,769141,ROSSO DI MONTALCINO - ALTESINO,662255300337,0.75,1,13.5,29.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,802744,BRUNELLO DI MONTALCINO - POGGIO SAN POLO 2019,8021903291076,0.75,1,14,92.99,0
Spirits,Vodka,Straight Vodka,LITHUANIA,880674,ROYAL DRAGON IMPERIAL VODKA WITH 23 CARAT GOLD LEAVES,4897038110414,0.75,1,40,119.99,NA
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,3098,JOHN BARR RESERVE - WHYTE AND MACKAY,87647111962,0.75,1,40,29.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,56969,NAPA VALLEY RED - OPUS ONE 2012,626990419235,1.5,1,14.5,1500,NA
Wine,Italy Wine,Italy Red Wine,ITALY,92130,BAROLO - RENATO RATTI MARCENASCO 2020,811882000152,0.75,1,14.5,79.99,0
Wine,France Wine,France Red Wine,FRANCE,199497,CHATEAU LAFITE ROTHSCHILD 2014,,0.75,1,13,1280,NA
Spirits,Gin,Other Gin,CANADA,245206,EMPRESS - 1908 INDIGO GIN,628451773863,1.75,1,42.5,101.99,NA
Wine,France Wine,France White Wine,FRANCE,327376,MUSCADET SEVRE ET MAINE - DOMAINE DE L'EPINAY CRU CLISSON,3760076430022,0.75,1,13,36.99,0
Wine,France Wine,France Red Wine,FRANCE,363873,POMEROL - CHATEAU GAZIN 2022,,0.75,1,13,220,NA
Wine,France Wine,France Red Wine,FRANCE,389393,GRAVES - CLOS FLORIDENE ROUGE 2019,3760036912292,0.75,1,13,45,NA
Wine,France Wine,France White Wine,FRANCE,425053,PESSAC LEOGNAN - CHATEAU DE FIEUZAL BLANC 2021,3419466273441,0.75,1,13,120,NA
Spirits,Asian Spirits,China Spirits,CHINA,477693,MAO TAI GROUP - ZHI JIU BLACK,6931691124109,0.5,1,53,216.97,NA
Spirits,Vodka,Straight Vodka,CANADA,507723,ALBERTA - PURE,777680015166,0.2,1,40,7.29,NA
Wine,France Wine,France White Wine,FRANCE,519686,CHABLIS - DROUHIN VAUDON RESERVE DE VAUDON 2022,12086322112,0.75,1,12.5,53.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,632265,(REPACK) CHARDONNAY - MEIOMI,855165005779,0.75,1,13.5,29.99,0
Wine,France Wine,France Red Wine,FRANCE,745687,LES PENSEES DE LAFLEUR 2014,3328155000483,0.75,1,13,180,0
Spirits,Vodka,Straight Vodka,UNITED STATES OF AMERICA,65011,FIFTH GENERATION - TITO'S HANDMADE,619947000020,0.75,1,40,36.99,NA
Wine,France Wine,France Red Wine,FRANCE,143004,ST ESTEPHE - CHATEAU MONTROSE 2018,3277038403944,0.75,1,13,380,NA
